24,5.72,4.775,11.84
20,5.64,4.762,10.99
25,4.55,5.538,17.3
20,7.24,4.945,13.99
20,6.1,4.749,12.6
28,4.49,5.607,22.99
22,6.22,4.604,10.27
22,5.07,4.945,13.71
22,5.27,5.279,16.79
24,4.93,5.455,17.68
32,3.68,5.279,30
25,5.07,5.014,15.93
25,5.07,5.014,17.48
20,6,4.615,10.38
24,5.27,5.59,20.88
20,7.09,4.627,10.38
20,6.15,4.775,12.99
22,5.21,4.839,14.47
22,5.27,4.813,14.46
20,6.15,5.455,17.31
26,4.83,5.279,23.08
26,4.55,5.279,19.82
24,4.87,5.158,15.17
26,4.64,5.158,18.18
26,4.78,5.405,20.91
25,5.36,5.014,16.58
32,3.18,5.291,31.07
32,3.62,5.279,30.78
20,6.22,4.663,10.32
20,7.54,4.627,9.85
20,6.66,4.8,13.4
24,4.78,5.279,20.18
25,4.93,4.891,24.33
20,6.1,4.724,11.51
20,6.38,4.569,15.74
24,5.56,4.627,12.21
24,5.27,5.31,19.44
22,5.27,4.749,15.87
30,3.82,5.263,28.81
22,5.15,5,15.53
20,7.24,4.627,9.69
20,6,4.891,13.63
30,3.76,5.471,27.5
20,6.1,4.891,13.84
25,4.93,4.945,22.36
20,6.96,4.663,9.54
22,5.21,4.604,7.58
20,7.15,4.712,11.43
20,6.6,4.724,11.97
20,5.84,4.852,13.29
20,6.1,4.945,14.95
20,6,4.749,12.01
20,6.96,4.604,13.86
20,7.15,4.615,10.4
20,6.81,4.787,12.5
20,6.09,4.874,13.96
30,4.19,5.341,26.91
20,7.15,4.604,8.7
20,9.62,4.534,5.02
20,7.09,4.663,10.81
22,5.45,4.749,12.8
22,5.27,5.014,16.6
35,3.53,5.422,32.78
24,4.98,5.085,17.41
22,5.27,5.158,20.86
20,7.24,4.775,11.1
20,6.1,4.905,14.31
20,8.11,4.627,9.7
20,7.24,4.813,13.25
20,7.24,4.775,10.78
20,6.1,4.839,13.15
20,6.96,4.724,10.17
20,6.6,4.787,11.04
20,6.6,4.712,10.26
20,7.24,4.675,8.21
20,6.96,4.749,11
20,7.54,4.762,11.6
20,6.1,4.604,9.54
20,5.84,4.813,13.96
20,4.7,4.905,14.5
20,5.21,4.905,14.06
20,6.22,4.775,11.04
24,5.47,5.085,17.89
20,5.79,4.5,15.03
20,7.54,4.534,6.48
20,6.1,4.945,13.54
20,6.48,4.749,12.23
20,6.48,4.749,12.37
20,6.15,4.749,12.04
20,6.09,4.604,9.9
20,6.1,4.762,12.76
20,6.09,4.663,10.19
20,7.39,4.534,10.53
20,5.36,4.945,14.33
26,6.09,5.158,19.56
24,5.42,5.014,16.71
22,5.51,4.945,15.06
20,6.09,4.839,13.99
20,5.8,4.663,10.15
